seed,source_factor,receiver_factor,B_ij,B_ji,antisym_ij,abs_antisym
25,0,16,0.017314637079834938,-0.08541537821292877,0.051365007646381855,0.051365007646381855
25,6,19,0.020976591855287552,0.12187588214874268,-0.05044964514672756,0.05044964514672756
25,6,23,0.022674400359392166,-0.07797577977180481,0.05032509006559849,0.05032509006559849
25,20,21,0.11146938055753708,0.01110906433314085,0.050180158112198114,0.050180158112198114
49,7,30,0.15973882377147675,-0.0009720926755107939,0.08035545822349377,0.08035545822349377
49,2,31,0.09600932151079178,-0.06354241073131561,0.0797758661210537,0.0797758661210537
49,2,4,0.10072068870067596,-0.05720583721995354,0.07896326296031475,0.07896326296031475
49,22,24,-0.08157597482204437,0.06362560391426086,-0.07260078936815262,0.07260078936815262
49,5,16,-0.08444780856370926,0.05274011194705963,-0.06859396025538445,0.06859396025538445
49,7,18,0.12296456843614578,-0.011883776634931564,0.06742417253553867,0.06742417253553867
49,18,19,0.05105287581682205,-0.08209067583084106,0.06657177582383156,0.06657177582383156
49,22,25,-0.03780486434698105,0.09176468849182129,-0.06478477641940117,0.06478477641940117
49,0,8,-0.07713445276021957,0.049339912831783295,-0.06323718279600143,0.06323718279600143
49,13,24,-0.09165124595165253,0.033819857984781265,-0.0627355519682169,0.0627355519682169
